year,gameType,team,opponent,wins,losses,ties,total_games,win_pct
1908,Regular,Northwestern,Purdue,0,1,0,1,0.0
1908,Regular,Ohio State,Michigan,0,1,0,1,0.0
1908,Regular,Purdue,Illinois,0,1,0,1,0.0
1908,Regular,Purdue,Indiana,0,1,0,1,0.0
1908,Regular,Purdue,Northwestern,1,0,0,1,100.0
1908,Regular,Wisconsin,Indiana,1,0,0,1,100.0
1908,Regular,Wisconsin,Minnesota,1,0,0,1,100.0
1909,Regular,Illinois,Indiana,1,0,0,1,100.0
1909,Regular,Illinois,Northwestern,1,0,0,1,100.0
1909,Regular,Illinois,Purdue,1,0,0,1,100.0
1909,Regular,Indiana,Illinois,0,1,0,1,0.0
1909,Regular,Indiana,Purdue,1,0,0,1,100.0
1909,Regular,Indiana,Wisconsin,0,1,0,1,0.0
1909,Regular,Iowa,Minnesota,0,1,0,1,0.0
1909,Regular,Iowa,Nebraska,0,0,1,1,0.0
1909,Regular,Michigan,Minnesota,1,0,0,1,100.0
1909,Regular,Michigan,Ohio State,1,0,0,1,100.0
1909,Regular,Minnesota,Iowa,1,0,0,1,100.0
1909,Regular,Minnesota,Michigan,0,1,0,1,0.0
1909,Regular,Minnesota,Nebraska,1,0,0,1,100.0
1909,Regular,Minnesota,Wisconsin,1,0,0,1,100.0
1909,Regular,Nebraska,Iowa,0,0,1,1,0.0
1909,Regular,Nebraska,Minnesota,0,1,0,1,0.0
1909,Regular,Northwestern,Illinois,0,1,0,1,0.0
1909,Regular,Northwestern,Purdue,1,0,0,1,100.0
1909,Regular,Northwestern,Wisconsin,0,1,0,1,0.0
1909,Regular,Ohio State,Michigan,0,1,0,1,0.0
1909,Regular,Purdue,Illinois,0,1,0,1,0.0
1909,Regular,Purdue,Indiana,0,1,0,1,0.0
1909,Regular,Purdue,Northwestern,0,1,0,1,0.0
1909,Regular,Wisconsin,Indiana,1,0,0,1,100.0
1909,Regular,Wisconsin,Minnesota,0,1,0,1,0.0
1909,Regular,Wisconsin,Northwestern,1,0,0,1,100.0
1910,Regular,Illinois,Indiana,1,0,0,1,100.0
1910,Regular,Illinois,Northwestern,1,0,0,1,100.0
1910,Regular,Illinois,Purdue,1,0,0,1,100.0
1910,Regular,Indiana,Illinois,0,1,0,1,0.0
1910,Regular,Indiana,Purdue,1,0,0,1,100.0
1910,Regular,Indiana,Wisconsin,1,0,0,1,100.0
1910,Regular,Iowa,Northwestern,0,1,0,1,0.0
1910,Regular,Iowa,Purdue,1,0,0,1,100.0
1910,Regular,Michigan,Michigan State,1,0,0,1,100.0
1910,Regular,Michigan,Minnesota,1,0,0,1,100.0
1910,Regular,Michigan,Ohio State,0,0,1,1,0.0
1910,Regular,Michigan State,Michigan,0,1,0,1,0.0
1910,Regular,Minnesota,Michigan,0,1,0,1,0.0
1910,Regular,Minnesota,Nebraska,1,0,0,1,100.0
1910,Regular,Minnesota,Wisconsin,1,0,0,1,100.0
1910,Regular,Nebraska,Minnesota,0,1,0,1,0.0
1910,Regular,Northwestern,Illinois,0,1,0,1,0.0
1910,Regular,Northwestern,Iowa,1,0,0,1,100.0
1910,Regular,Northwestern,Wisconsin,0,0,1,1,0.0
1910,Regular,Ohio State,Michigan,0,0,1,1,0.0
1910,Regular,Purdue,Illinois,0,1,0,1,0.0
1910,Regular,Purdue,Indiana,0,1,0,1,0.0
1910,Regular,Purdue,Iowa,0,1,0,1,0.0
1910,Regular,Wisconsin,Indiana,0,1,0,1,0.0
1910,Regular,Wisconsin,Minnesota,0,1,0,1,0.0
1910,Regular,Wisconsin,Northwestern,0,0,1,1,0.0
1911,Regular,Illinois,Indiana,0,0,1,1,0.0
1911,Regular,Illinois,Minnesota,0,1,0,1,0.0
1911,Regular,Illinois,Northwestern,1,0,0,1,100.0
1911,Regular,Illinois,Purdue,1,0,0,1,100.0
1911,Regular,Indiana,Illinois,0,0,1,1,0.0
