year,date,team_a,team_b,score_a,score_b,venue,notes
1913,10/25,Alabama,Tulane,26,0,,
1913,11/1,Alabama,Mississippi College,21,3,"@ Jackson, MS",
1913,11/9,Alabama,Sewanee,7,10,"@ Birmingham, AL",
1913,11/14,Alabama,Tennessee,6,0,,
1913,11/27,Alabama,Mississippi State,0,7,"@ Birmingham, AL",
1912,9/28,Alabama,Marion,52,0,,
1912,10/5,Alabama,Birmingham,62,0,,
1912,10/18,Alabama,Mississippi State,0,7,"@ Aberdeen, MS",
1912,10/26,Alabama,Georgia,9,13,"@ Columbus, GA",
1912,11/2,Alabama,Tulane,7,0,,
1912,11/9,Alabama,Mississippi,10,9,,
1912,11/16,Alabama,Sewanee,6,6,"@ Birmingham, AL",
1912,11/28,Alabama,Tennessee,7,0,"@ Birmingham, AL",
1911,9/30,Alabama,Samford,24,0,,
1911,10/7,Alabama,Birmingham,47,5,,
1911,10/14,Alabama,Georgia,3,11,"@ Birmingham, AL",
1911,10/21,Alabama,Mississippi State,6,6,"@ Columbus, MS",
1911,11/4,Alabama,Marion,35,0,,
1911,11/18,Alabama,Tulane,22,0,,
1911,11/25,Alabama,Sewanee,0,3,"@ Birmingham, AL",
1911,11/30,Alabama,Davidson,16,6,"@ Birmingham, AL",
1910,10/1,Alabama,Birmingham,25,0,,
1910,10/8,Alabama,Marion,26,0,,
1910,10/15,Alabama,Georgia,0,22,"@ Birmingham, AL",
1910,11/5,Alabama,Mississippi,0,16,"@ Greenville, MS",
1910,11/12,Alabama,Sewanee,0,30,"@ Birmingham, AL",
1910,11/19,Alabama,Tulane,5,3,,
1910,11/24,Alabama,Washington & Lee,9,0,"@ Birmingham, AL",
1909,10/2,Alabama,Union (Tennessee),16,0,,
1909,10/9,Alabama,Samford,14,0,,
1909,10/23,Alabama,Mississippi,0,0,"@ Jackson, MS",
1909,10/30,Alabama,Georgia,14,0,"@ Atlanta, GA",
1909,11/13,Alabama,Tennessee,10,0,,
1909,11/20,Alabama,Tulane,5,5,,
1909,11/25,Alabama,Louisiana State,6,12,"@ Birmingham, AL",
1908,10/3,Alabama,Wetumpka,27,0,,
1908,10/10,Alabama,Samford,17,0,,
1908,10/17,Alabama,Cincinnati,16,0,"@ Birmingham, AL",
1908,10/31,Alabama,Tennessee-Chattanooga,23,6,,
1908,11/14,Alabama,Georgia,6,6,"@ Birmingham, AL",
1908,11/20,Alabama,Haskell,9,8,,
1908,11/26,Alabama,Tennessee,4,0,"@ Birmingham, AL",
1907,10/5,Alabama,Maryville,17,0,,
1907,10/12,Alabama,Mississippi,20,0,"@ Columbus, MS",
1907,10/21,Alabama,Sewanee,4,54,,
1907,10/25,Alabama,Georgia,0,0,"@ Montgomery, AL",
1907,11/2,Alabama,Centre,12,0,"@ Birmingham, AL",
1907,11/16,Alabama,Auburn,6,6,"@ Birmingham, AL",
1907,11/23,Alabama,Louisiana State,6,4,"@ Mobile, AL",
1907,11/28,Alabama,Tennessee,5,0,"@ Birmingham, AL",
1906,10/6,Alabama,Maryville,6,0,,
1906,10/13,Alabama,Samford,14,0,,
1906,10/20,Alabama,Vanderbilt,0,78,,
1906,11/3,Alabama,Mississippi State,16,4,,
1906,11/17,Alabama,Auburn,10,0,"@ Birmingham, AL",
1906,11/29,Alabama,Tennessee,51,0,"@ Birmingham, AL",
1905,10/3,Alabama,Maryville,17,0,,
1905,10/7,Alabama,Vanderbilt,0,34,,
1905,10/14,Alabama,Mississippi State,34,0,,
1905,11/4,Alabama,Georgia,36,0,"@ Birmingham, AL",
1905,11/9,Alabama,Centre,21,0,,
1905,11/18,Alabama,Auburn,30,0,"@ Birmingham, AL",
1905,11/23,Alabama,Sewanee,6,42,"@ Birmingham, AL",
1905,11/30,Alabama,Tennessee,29,0,"@ Birmingham, AL",
1904,10/3,Alabama,Florida,29,0,,
1904,10/15,Alabama,Mississippi State,6,0,"@ Columbus, MS",
1904,10/24,Alabama,Nashville,17,0,,
1904,11/5,Alabama,Georgia,16,5,,
1904,11/12,Alabama,Auburn,5,29,"@ Birmingham, AL",
1904,11/24,Alabama,Tennessee,0,5,"@ Birmingham, AL",
1904,12/2,Alabama,Louisiana State,11,0,,
1904,12/3,Alabama,Tulane,6,0,,
1904,12/4,Alabama,Pensacola A.C.,10,5,,
1903,10/10,Alabama,Vanderbilt,0,30,,
1903,10/16,Alabama,Mississippi State,0,11,"@ Columbus, MS",
1903,10/23,Alabama,Auburn,18,6,"@ Montgomery, AL",
1903,11/2,Alabama,Sewanee,0,23,"@ Birmingham, AL",
1903,11/9,Alabama,Louisiana State,18,0,,
1903,11/14,Alabama,Cumberland,0,44,,
1903,11/26,Alabama,Tennessee,24,0,"@ Birmingham, AL",
1902,10/10,Alabama,Birmingham High,57,0,,
1902,10/13,Alabama,Marion,81,0,,
1902,10/18,Alabama,Auburn,0,23,"@ Birmingham, AL",
1902,11/1,Alabama,Georgia,0,5,"@ Birmingham, AL",
1902,11/8,Alabama,Mississippi State,27,0,,
1902,11/19,Alabama,Texas,0,10,,
1902,11/29,Alabama,Louisiana State,0,11,,
2025,8/30,Alabama A&M,Arkansas,7,52,,
2025,9/6,Arkansas,Arkansas State,56,14,,
2025,9/13,Arkansas,Mississippi,35,41,,
2025,9/20,Arkansas,Memphis,31,32,,
2025,10/11,Arkansas,Tennessee,31,34,,
2025,10/18,Arkansas,Texas A&M,42,45,,
2025,10/25,Arkansas,Auburn,24,33,,
2025,11/1,Arkansas,Mississippi State,35,38,,
2025,11/15,Arkansas,Louisiana State,22,23,,
2025,11/22,Arkansas,Texas,37,52,,
2025,11/29,Arkansas,Missouri,14,31,,
2024,8/29,Arkansas,Arkansas-Pine Bluff,70,0,,
2024,9/14,Alabama-Birmingham,Arkansas,27,37,,
2024,9/21,Arkansas,Auburn,24,14,,
2024,9/28,Arkansas,Texas A&M,17,21,"@ Arlington, TX",
2024,10/5,Arkansas,Tennessee,19,14,,
2024,10/19,Arkansas,Louisiana State,10,34,,
2024,10/26,Arkansas,Mississippi State,58,25,,
2024,11/2,Arkansas,Mississippi,31,63,,
2024,11/16,Arkansas,Texas,10,20,,
2024,11/23,Arkansas,Louisiana Tech,35,14,,
2024,11/30,Arkansas,Missouri,21,28,,
2023,9/2,Arkansas,Western Carolina,56,13,,
2023,9/9,Arkansas,Kent State,28,6,,
2023,9/23,Arkansas,Louisiana State,31,34,,
2023,9/30,Arkansas,Texas A&M,22,34,"@ Arlington, TX",
2023,10/7,Arkansas,Mississippi,20,27,,
2023,10/21,Arkansas,Mississippi State,3,7,,
2023,11/4,Arkansas,Florida,39,36,,
2023,11/11,Arkansas,Auburn,10,48,,
2023,11/18,Arkansas,Florida International,45,20,,
2023,11/24,Arkansas,Missouri,14,48,,
2022,9/10,Arkansas,South Carolina,44,30,,
2022,9/17,Arkansas,Missouri State,38,27,,
2022,9/24,Arkansas,Texas A&M,21,23,"@ Arlington, TX",
2022,10/8,Arkansas,Mississippi State,17,40,,
2022,10/29,Arkansas,Auburn,41,27,,
2022,11/5,Arkansas,Liberty,19,21,,
2022,11/12,Arkansas,Louisiana State,10,13,,
2022,11/19,Arkansas,Mississippi,42,27,,
2022,11/25,Arkansas,Missouri,27,29,,
2021,9/4,Arkansas,Rice,38,17,,
2021,9/11,Arkansas,Texas,40,21,,
2021,9/18,Arkansas,Georgia Southern,45,10,,
2021,9/25,Arkansas,Texas A&M,20,10,"@ Arlington, TX",
2021,10/2,Arkansas,Georgia,0,37,,
2021,10/9,Arkansas,Mississippi,51,52,,
2021,10/16,Arkansas,Auburn,23,38,,
2021,10/23,Arkansas,Arkansas-Pine Bluff,45,3,,
2021,11/6,Arkansas,Mississippi State,31,28,,
2021,11/13,Arkansas,Louisiana State,16,13,,
2021,11/26,Arkansas,Missouri,34,17,,
2020,9/26,Arkansas,Georgia,10,37,,
2020,10/3,Arkansas,Mississippi State,21,14,,
2020,10/10,Arkansas,Auburn,28,30,,
2020,10/17,Arkansas,Mississippi,33,21,,
2020,10/31,Arkansas,Texas A&M,31,42,,
2020,11/7,Arkansas,Tennessee,24,13,,
2020,11/14,Arkansas,Florida,35,63,,
2020,11/21,Arkansas,Louisiana State,24,27,,
2020,12/5,Arkansas,Missouri,48,50,,
2019,8/31,Arkansas,Portland State,20,13,,
2019,9/7,Arkansas,Mississippi,17,31,,
2019,9/14,Arkansas,Colorado State,55,34,,
2019,9/21,Arkansas,San Jose State,24,31,,
2019,9/28,Arkansas,Texas A&M,27,31,"@ Arlington, TX",
2019,10/12,Arkansas,Kentucky,20,24,,
2019,10/19,Arkansas,Auburn,10,51,,
2019,11/2,Arkansas,Mississippi State,24,54,,
2019,11/9,Arkansas,Western Kentucky,19,45,,
2019,11/23,Arkansas,Louisiana State,20,56,,
2019,11/29,Arkansas,Missouri,14,24,,
2018,9/1,Arkansas,Eastern Illinois,55,20,,
2018,9/8,Arkansas,Colorado State,27,34,,
2018,9/15,Arkansas,North Texas,17,44,,
2018,9/22,Arkansas,Auburn,3,34,,
2018,9/29,Arkansas,Texas A&M,17,24,,
2018,10/13,Arkansas,Mississippi,33,37,"@ Little Rock, AR",
2018,10/20,Arkansas,Tulsa,23,0,,
2018,10/27,Arkansas,Vanderbilt,31,45,,
2018,11/10,Arkansas,Louisiana State,17,24,,
2018,11/17,Arkansas,Mississippi State,6,52,,
2018,11/23,Arkansas,Missouri,0,38,,
2017,8/31,Arkansas,Florida A&M,49,7,,
2017,9/23,Arkansas,Texas A&M,43,50,"@ Arlington, TX",
2017,9/30,Arkansas,New Mexico State,42,24,,
2017,10/7,Arkansas,South Carolina,22,48,,
2017,10/21,Arkansas,Auburn,20,52,,
2017,10/28,Arkansas,Mississippi,38,37,,
2017,11/4,Arkansas,Coastal Carolina,39,38,,
2017,11/11,Arkansas,Louisiana State,10,33,,
2017,11/18,Arkansas,Mississippi State,21,28,,
2017,11/24,Arkansas,Missouri,45,48,,
2016,9/3,Arkansas,Louisiana Tech,21,20,,
2016,9/17,Arkansas,Texas State,42,3,,
2016,9/24,Arkansas,Texas A&M,24,45,"@ Arlington, TX",
2016,10/1,Alcorn State,Arkansas,10,52,"@ Little Rock, AR",
2016,10/15,Arkansas,Mississippi,34,30,,
2016,10/22,Arkansas,Auburn,3,56,,
2016,11/5,Arkansas,Florida,31,10,,
2016,11/12,Arkansas,Louisiana State,10,38,,
2016,11/19,Arkansas,Mississippi State,58,42,,
2016,11/25,Arkansas,Missouri,24,28,,
2015,9/5,Arkansas,Texas-El Paso,48,13,,
2015,9/12,Arkansas,Toledo,12,16,"@ Little Rock, AR",
2015,9/26,Arkansas,Texas A&M,21,28,"@ Arlington, TX",
2015,10/3,Arkansas,Tennessee,24,20,,
2015,10/24,Arkansas,Auburn,54,46,,
2015,10/31,Arkansas,Tennessee-Martin,63,28,,
2015,11/7,Arkansas,Mississippi,53,52,,
2015,11/14,Arkansas,Louisiana State,31,14,,
2015,11/21,Arkansas,Mississippi State,50,51,,
2015,11/27,Arkansas,Missouri,28,3,,
2014,8/30,Arkansas,Auburn,21,45,,
2014,9/6,Arkansas,Nicholls State,73,7,,
2014,9/20,Arkansas,Northern Illinois,52,14,,
2014,9/27,Arkansas,Texas A&M,28,35,"@ Arlington, TX",
2014,10/18,Arkansas,Georgia,32,45,"@ Little Rock, AR",
2014,10/25,Alabama-Birmingham,Arkansas,17,45,,
2014,11/1,Arkansas,Mississippi State,10,17,,
2014,11/15,Arkansas,Louisiana State,17,0,,
2014,11/22,Arkansas,Mississippi,30,0,,
2014,11/28,Arkansas,Missouri,14,21,,
2014,12/29,Arkansas,Texas,31,7,"@ Houston, TX",Texas Bowl
2013,8/31,Arkansas,Louisiana,34,14,,
2013,9/7,Arkansas,Samford,31,21,,
2013,9/14,Arkansas,Southern Mississippi,24,3,,
2013,9/28,Arkansas,Texas A&M,33,45,,
2013,10/5,Arkansas,Florida,10,30,,
2013,10/12,Arkansas,South Carolina,7,52,,
2013,11/2,Arkansas,Auburn,17,35,,
2013,11/9,Arkansas,Mississippi,24,34,,
2013,11/23,Arkansas,Mississippi State,17,24,,
2013,11/29,Arkansas,Louisiana State,27,31,,
2012,9/1,Arkansas,Jacksonville State,49,24,,
2012,9/8,Arkansas,Louisiana-Monroe,31,34,"@ Little Rock, AR",
2012,9/29,Arkansas,Texas A&M,10,58,,
2012,10/6,Arkansas,Auburn,24,7,,
2012,10/13,Arkansas,Kentucky,49,7,,
2012,10/27,Arkansas,Mississippi,27,30,"@ Little Rock, AR",
2012,11/3,Arkansas,Tulsa,19,15,,
2012,11/10,Arkansas,South Carolina,20,38,,
2012,11/17,Arkansas,Mississippi State,14,45,,
2012,11/23,Arkansas,Louisiana State,13,20,,
2011,9/3,Arkansas,Missouri State,51,7,,
2011,9/10,Arkansas,New Mexico,52,3,"@ Little Rock, AR",
2011,9/17,Arkansas,Troy,38,28,,
2011,10/1,Arkansas,Texas A&M,42,38,"@ Arlington, TX",
2011,10/8,Arkansas,Auburn,38,14,,
2011,10/22,Arkansas,Mississippi,29,24,,
2011,10/29,Arkansas,Vanderbilt,31,28,,
2011,11/5,Arkansas,South Carolina,44,28,,
2011,11/12,Arkansas,Tennessee,49,7,,
2011,11/19,Arkansas,Mississippi State,44,17,"@ Little Rock, AR",
2011,11/25,Arkansas,Louisiana State,17,41,,
2010,9/4,Arkansas,Tennessee Tech,44,3,,
2010,9/11,Arkansas,Louisiana-Monroe,31,7,"@ Little Rock, AR",
2010,9/18,Arkansas,Georgia,31,24,,
2010,10/9,Arkansas,Texas A&M,24,17,"@ Arlington, TX",
2010,10/16,Arkansas,Auburn,43,65,,
2010,10/23,Arkansas,Mississippi,38,24,,
2010,10/30,Arkansas,Vanderbilt,49,14,,
2010,11/6,Arkansas,South Carolina,41,20,,
2010,11/13,Arkansas,Texas-El Paso,58,21,,
2010,11/20,Arkansas,Mississippi State,38,31,,
2010,11/27,Arkansas,Louisiana State,31,23,"@ Little Rock, AR",
2009,9/5,Arkansas,Missouri State,48,10,,
2009,9/19,Arkansas,Georgia,41,52,,
2009,10/3,Arkansas,Texas A&M,47,19,"@ Dallas, TX",
2009,10/10,Arkansas,Auburn,44,23,,
2009,10/17,Arkansas,Florida,20,23,,
2009,10/24,Arkansas,Mississippi,17,30,,
2009,10/31,Arkansas,Eastern Michigan,63,27,,
2009,11/7,Arkansas,South Carolina,33,16,,
2009,11/14,Arkansas,Troy,56,20,,
2009,11/21,Arkansas,Mississippi State,42,21,,
2009,11/28,Arkansas,Louisiana State,30,33,,
2009,1/2,Arkansas,East Carolina,20,17,"@ Memphis, TN",Liberty Bowl
2008,8/30,Arkansas,Western Illinois,28,24,,
2008,9/6,Arkansas,Louisiana-Monroe,28,27,"@ Little Rock, AR",
2008,9/27,Arkansas,Texas,10,52,,
2008,10/4,Arkansas,Florida,7,38,,
2008,10/11,Arkansas,Auburn,25,22,,
2008,10/18,Arkansas,Kentucky,20,21,,
2008,10/25,Arkansas,Mississippi,21,23,,
2008,11/1,Arkansas,Tulsa,30,23,,
2008,11/8,Arkansas,South Carolina,21,34,,
2008,11/22,Arkansas,Mississippi State,28,31,,
2008,11/28,Arkansas,Louisiana State,31,30,"@ Little Rock, AR",
2007,9/1,Arkansas,Troy,46,26,,
2007,9/22,Arkansas,Kentucky,29,42,,
2007,9/29,Arkansas,North Texas,66,7,,
2007,10/6,Arkansas,Tennessee-Chattanooga,34,15,"@ Little Rock, AR",
2007,10/13,Arkansas,Auburn,7,9,,
2007,10/20,Arkansas,Mississippi,44,8,,
2007,10/27,Arkansas,Florida International,58,10,,
2007,11/3,Arkansas,South Carolina,48,36,,
2007,11/10,Arkansas,Tennessee,13,34,,
2007,11/17,Arkansas,Mississippi State,45,31,"@ Little Rock, AR",
2007,11/23,Arkansas,Louisiana State,50,48,,
2007,1/1,Arkansas,Missouri,7,38,"@ Dallas, TX",Cotton Bowl
2006,9/9,Arkansas,Utah State,20,0,,
2006,9/16,Arkansas,Vanderbilt,21,19,,
2006,10/7,Arkansas,Auburn,27,10,,
2006,10/14,Arkansas,Southeast Missouri State,63,7,,
2006,10/21,Arkansas,Mississippi,38,3,,
2006,10/28,Arkansas,Louisiana-Monroe,44,10,"@ Little Rock, AR",
2006,11/4,Arkansas,South Carolina,26,20,,
2006,11/11,Arkansas,Tennessee,31,14,,
2006,11/18,Arkansas,Mississippi State,28,14,,
2006,11/24,Arkansas,Louisiana State,26,31,"@ Little Rock, AR",
2006,12/2,Arkansas,Florida,28,38,"@ Atlanta, GA",SEC Championship
2005,9/3,Arkansas,Missouri State,49,17,,
2005,9/10,Arkansas,Vanderbilt,24,28,,
2005,10/8,Arkansas,Louisiana-Monroe,44,15,"@ Little Rock, AR",
2005,10/15,Arkansas,Auburn,17,34,,
2005,10/22,Arkansas,Georgia,20,23,,
2005,11/5,Arkansas,South Carolina,10,14,,
2005,11/12,Arkansas,Mississippi,28,17,,
2005,11/19,Arkansas,Mississippi State,44,10,"@ Little Rock, AR",
2005,11/25,Arkansas,Louisiana State,17,19,,
2004,9/4,Arkansas,New Mexico State,63,13,,
2004,9/11,Arkansas,Texas,20,22,,
2004,9/18,Arkansas,Louisiana-Monroe,49,20,"@ Little Rock, AR",
2004,10/2,Arkansas,Florida,30,45,,
2004,10/16,Arkansas,Auburn,20,38,,
2004,10/23,Arkansas,Georgia,14,20,,
2004,11/6,Arkansas,South Carolina,32,35,,
2004,11/13,Arkansas,Mississippi,35,3,,
2004,11/20,Arkansas,Mississippi State,24,21,,
2004,11/26,Arkansas,Louisiana State,14,43,"@ Little Rock, AR",
2003,9/6,Arkansas,Tulsa,45,13,,
2003,9/13,Arkansas,Texas,38,28,,
2003,9/20,Arkansas,North Texas,31,7,"@ Little Rock, AR",
2003,10/11,Arkansas,Auburn,3,10,,
2003,10/18,Arkansas,Florida,28,33,,
2003,10/25,Arkansas,Mississippi,7,19,,
2003,11/1,Arkansas,Kentucky,71,63,,
2003,11/6,Arkansas,South Carolina,28,6,"@ Little Rock, AR",
2003,11/15,Arkansas,New Mexico State,48,20,,
2003,11/22,Arkansas,Mississippi State,52,6,,
2003,11/28,Arkansas,Louisiana State,24,55,,
2003,12/31,Arkansas,Missouri,27,14,"@ Shreveport, LA",Independence Bowl
2002,9/7,Arkansas,Boise State,41,14,,
2002,9/14,Arkansas,South Florida,42,3,"@ Little Rock, AR",
2002,10/5,Arkansas,Tennessee,38,41,,
2002,10/12,Arkansas,Auburn,38,17,,
2002,10/19,Arkansas,Kentucky,17,29,,
2002,10/26,Arkansas,Mississippi,48,28,,
2002,11/2,Arkansas,Troy,23,0,"@ Little Rock, AR",
2002,11/9,Arkansas,South Carolina,23,0,,
2002,11/16,Arkansas,Louisiana,24,17,,
2002,11/23,Arkansas,Mississippi State,26,19,,
2002,11/29,Arkansas,Louisiana State,21,20,"@ Little Rock, AR",
2002,12/7,Arkansas,Georgia,3,30,"@ Atlanta, GA",SEC Championship
2001,8/30,Arkansas,Nevada-Las Vegas,14,10,"@ Little Rock, AR",
2001,9/8,Arkansas,Tennessee,3,13,,
2001,9/29,Arkansas,Georgia,23,34,,
2001,10/6,Arkansas,Weber State,42,19,,
2001,10/13,Arkansas,South Carolina,10,7,"@ Little Rock, AR",
2001,10/27,Arkansas,Auburn,42,17,,
2001,11/3,Arkansas,Mississippi,58,56,,
2001,11/17,Arkansas,Mississippi State,24,21,,
2001,11/23,Arkansas,Louisiana State,38,41,,
2001,1/1,Arkansas,Oklahoma,3,10,"@ Dallas, TX",Cotton Bowl
2000,9/2,Arkansas,Missouri State,38,0,"@ Little Rock, AR",
2000,9/16,Arkansas,Boise State,38,31,"@ Little Rock, AR",
2000,9/30,Arkansas,Georgia,7,38,,
2000,10/7,Arkansas,Louisiana-Monroe,52,6,,
2000,10/14,Arkansas,South Carolina,7,27,,
2000,10/28,Arkansas,Auburn,19,21,,
2000,11/4,Arkansas,Mississippi,24,38,,
2000,11/11,Arkansas,Tennessee,20,63,,
2000,11/18,Arkansas,Mississippi State,17,10,,
2000,11/24,Arkansas,Louisiana State,14,3,"@ Little Rock, AR",
2000,12/21,Arkansas,Nevada-Las Vegas,14,31,"@ Las Vegas, NV",Las Vegas Bowl
1999,9/18,Arkansas,Louisiana-Monroe,44,6,"@ Little Rock, AR",
1999,10/2,Arkansas,Kentucky,20,31,,
1999,10/9,Arkansas,Middle Tennessee State,58,6,,
1999,10/16,Arkansas,South Carolina,48,14,"@ Little Rock, AR",
1999,10/30,Arkansas,Auburn,34,10,,
1999,11/6,Arkansas,Mississippi,16,38,,
1999,11/13,Arkansas,Tennessee,28,24,,
1999,11/20,Arkansas,Mississippi State,14,9,"@ Little Rock, AR",
1999,11/26,Arkansas,Louisiana State,10,35,,
1999,1/1,Arkansas,Texas,27,6,"@ Dallas, TX",Cotton Bowl
1998,9/5,Arkansas,Louisiana,38,17,,
1998,10/3,Arkansas,Kentucky,27,20,"@ Little Rock, AR",
1998,10/10,Arkansas,Memphis,23,9,,
1998,10/17,Arkansas,South Carolina,41,28,,
1998,10/31,Arkansas,Auburn,24,21,,
1998,11/7,Arkansas,Mississippi,34,0,,
1998,11/14,Arkansas,Tennessee,24,28,,
1998,11/21,Arkansas,Mississippi State,21,22,,
1998,11/27,Arkansas,Louisiana State,41,14,"@ Little Rock, AR",
1997,9/6,Arkansas,Louisiana-Monroe,28,16,,
1997,9/27,Arkansas,Louisiana Tech,17,13,"@ Little Rock, AR",
1997,10/4,Arkansas,Florida,7,56,,
1997,10/18,Arkansas,South Carolina,13,39,"@ Little Rock, AR",
1997,10/25,Arkansas,Auburn,21,26,,
1997,11/6,Arkansas,Mississippi,9,19,,
1997,11/15,Arkansas,Tennessee,22,30,"@ Little Rock, AR",
1997,11/22,Arkansas,Mississippi State,17,7,,
1997,11/28,Arkansas,Louisiana State,21,31,,
1996,9/28,Arkansas,Louisiana-Monroe,38,21,"@ Little Rock, AR",
1996,10/5,Arkansas,Florida,7,42,,
1996,10/12,Arkansas,Louisiana Tech,38,21,"@ Little Rock, AR",
1996,10/19,Arkansas,South Carolina,17,23,,
1996,11/2,Arkansas,Auburn,7,28,,
1996,11/9,Arkansas,Mississippi,13,7,,
1996,11/16,Arkansas,Tennessee,14,55,,
1996,11/23,Arkansas,Mississippi State,16,13,,
1996,11/29,Arkansas,Louisiana State,7,17,"@ Little Rock, AR",
1995,9/9,Arkansas,South Carolina,51,21,,
1995,9/23,Arkansas,Memphis,27,20,"@ Little Rock, AR",
1995,9/30,Arkansas,Vanderbilt,35,7,,
1995,10/7,Arkansas,Tennessee,31,49,,
1995,10/14,Arkansas,Mississippi,13,6,"@ Memphis, TN",
1995,10/28,Arkansas,Auburn,30,28,"@ Little Rock, AR",
1995,11/4,Arkansas,Mississippi State,26,21,"@ Little Rock, AR",
1995,11/11,Arkansas,Louisiana,24,13,,
1995,11/18,Arkansas,Louisiana State,0,28,,
1995,12/2,Arkansas,Florida,3,34,"@ Atlanta, GA",SEC Championship
1994,9/10,Arkansas,South Carolina,0,14,,
1994,9/24,Arkansas,Memphis,15,16,,
1994,10/1,Arkansas,Vanderbilt,42,6,"@ Little Rock, AR",
1994,10/8,Arkansas,Tennessee,21,38,,
1994,10/15,Arkansas,Mississippi,31,7,,
1994,10/29,Arkansas,Auburn,14,31,,
1994,11/5,Arkansas,Mississippi State,7,17,,
1994,11/12,Arkansas,Northern Illinois,30,27,,
1994,11/26,Arkansas,Louisiana State,12,30,"@ Little Rock, AR",
1993,9/11,Arkansas,South Carolina,18,17,,
1993,9/25,Arkansas,Memphis,0,6,"@ Little Rock, AR",
1993,10/2,Arkansas,Georgia,20,10,,
1993,10/9,Arkansas,Tennessee,14,28,"@ Little Rock, AR",
1993,10/16,Arkansas,Mississippi,0,19,"@ Jackson, MS",
1993,10/30,Arkansas,Auburn,21,31,,
1993,11/6,Arkansas,Mississippi State,13,13,"@ Little Rock, AR",
1993,11/13,Arkansas,Tulsa,24,11,,
1993,11/27,Arkansas,Louisiana State,42,24,,
1992,9/5,Arkansas,Citadel,3,10,,
1992,9/12,Arkansas,South Carolina,45,7,,
1992,9/26,Arkansas,Memphis,6,22,,
1992,10/3,Arkansas,Georgia,3,27,,
1992,10/10,Arkansas,Tennessee,25,24,,
1992,10/17,Arkansas,Mississippi,3,17,"@ Little Rock, AR",
1992,10/31,Arkansas,Auburn,24,24,,
1992,11/7,Arkansas,Mississippi State,3,10,,
1992,11/27,Arkansas,Louisiana State,30,6,,
1991,9/21,Arkansas,Louisiana,9,7,,
1991,9/28,Arkansas,Mississippi,17,24,"@ Jackson, MS",
1991,10/19,Arkansas,Texas,14,13,"@ Little Rock, AR",
1991,11/16,Arkansas,Texas A&M,3,13,,
1991,11/23,Arkansas,Rice,20,0,"@ Little Rock, AR",
1991,12/29,Arkansas,Georgia,15,24,"@ Shreveport, LA",Independence Bowl
1990,9/15,Arkansas,Tulsa,28,3,,
1990,9/22,Arkansas,Mississippi,17,21,"@ Little Rock, AR",
1990,9/29,Arkansas,Colorado State,31,20,"@ Little Rock, AR",
1990,10/20,Arkansas,Texas,17,49,,
1990,11/3,Arkansas,Rice,11,19,"@ Little Rock, AR",
1990,11/17,Arkansas,Texas A&M,16,20,,
1989,9/16,Arkansas,Tulsa,26,7,,
1989,9/23,Arkansas,Mississippi,24,17,"@ Jackson, MS",
1989,9/30,Arkansas,Texas-El Paso,39,7,"@ Little Rock, AR",
1989,10/21,Arkansas,Texas,20,24,,
1989,11/4,Arkansas,Rice,38,17,,
1989,11/24,Arkansas,Texas A&M,23,22,,
1989,1/1,Arkansas,Tennessee,27,31,"@ Dallas, TX",Cotton Bowl
1988,9/3,Arkansas,Pacific,63,14,"@ Little Rock, AR",
1988,9/10,Arkansas,Tulsa,30,26,,
1988,9/17,Arkansas,Mississippi,21,13,"@ Little Rock, AR",
1988,10/15,Arkansas,Texas,27,24,,
1988,10/29,Arkansas,Rice,21,14,"@ Little Rock, AR",
1988,11/12,Arkansas,Texas A&M,25,20,,
1987,9/12,Arkansas,Mississippi,31,10,"@ Jackson, MS",
1987,9/19,Arkansas,Tulsa,30,15,,
1987,10/17,Arkansas,Texas,14,16,"@ Little Rock, AR",
1987,10/31,Arkansas,Rice,38,14,,
1987,11/14,Arkansas,Texas A&M,0,14,,
1987,11/28,Arkansas,New Mexico,43,25,"@ Little Rock, AR",
1987,12/5,Arkansas,Hawaii,38,20,,
1987,12/29,Arkansas,Georgia,17,20,"@ Memphis, TN",Liberty Bowl
1986,9/13,Arkansas,Mississippi,21,0,"@ Little Rock, AR",
1986,9/20,Arkansas,Tulsa,34,17,,
1986,9/27,Arkansas,New Mexico State,42,11,"@ Little Rock, AR",
1986,10/18,Arkansas,Texas,21,14,,
1986,11/1,Arkansas,Rice,45,14,,
1986,11/15,Arkansas,Texas A&M,14,10,"@ Little Rock, AR",
1986,1/1,Arkansas,Oklahoma,8,42,"@ Miami, FL",Orange Bowl
1985,9/14,Arkansas,Mississippi,24,19,"@ Jackson, MS",
1985,9/21,Arkansas,Tulsa,24,0,"@ Little Rock, AR",
1985,9/28,Arkansas,New Mexico State,45,13,"@ Little Rock, AR",
1985,10/19,Arkansas,Texas,13,15,,
1985,11/2,Arkansas,Rice,30,15,,
1985,11/16,Arkansas,Texas A&M,6,10,,
1984,9/15,Arkansas,Mississippi,14,14,"@ Little Rock, AR",
1984,9/22,Arkansas,Tulsa,18,9,,
1984,9/29,Arkansas,Navy,33,10,"@ Little Rock, AR",
1984,10/20,Arkansas,Texas,18,24,,
1984,11/3,Arkansas,Rice,28,6,"@ Little Rock, AR",
1984,11/17,Arkansas,Texas A&M,28,0,,
1984,12/27,Arkansas,Auburn,15,21,"@ Memphis, TN",Liberty Bowl
1983,9/10,Arkansas,Tulsa,17,14,,
