year,date,team_a,team_b,score_a,score_b,venue,notes
2005,9/3,Florida International,Kansas State,21,35,,
2005,9/10,Kansas State,Marshall,21,19,,
2005,9/24,Kansas State,North Texas,54,7,,
2005,10/1,Kansas State,Oklahoma,21,43,,
2005,10/15,Kansas State,Texas Tech,20,59,,
2005,10/22,Kansas State,Texas A&M,28,30,,
2005,11/12,Kansas State,Nebraska,25,27,,
2005,11/19,Kansas State,Missouri,36,28,,
2004,9/4,Kansas State,Western Kentucky,27,13,,
2004,9/11,Fresno State,Kansas State,45,21,,
2004,9/18,Kansas State,Louisiana,40,20,,
2004,10/2,Kansas State,Texas A&M,30,42,,
2004,10/16,Kansas State,Oklahoma,21,31,,
2004,10/23,Kansas State,Nebraska,45,21,,
2004,10/30,Kansas State,Texas Tech,25,35,,
2004,11/6,Kansas State,Missouri,35,24,,
2003,8/30,Kansas State,Troy,41,5,,
2003,9/6,Kansas State,McNeese State,55,14,,
2003,9/13,Kansas State,Massachusetts,38,7,,
2003,9/20,Kansas State,Marshall,20,27,,
2003,10/4,Kansas State,Texas,20,24,,
2003,10/11,Kansas State,Oklahoma State,34,38,,
2003,11/15,Kansas State,Nebraska,38,9,,
2003,11/22,Kansas State,Missouri,24,14,,
2003,12/6,Kansas State,Oklahoma,35,7,"@ Kansas City, MO",Big 12 Championship
2003,1/2,Kansas State,Ohio State,28,35,"@ Tempe, AZ",Fiesta Bowl
2002,8/31,Kansas State,Western Kentucky,48,3,,
2002,9/7,Kansas State,Louisiana-Monroe,68,0,,
2002,9/14,Eastern Illinois,Kansas State,13,63,,
2002,9/21,Kansas State,Southern California,27,20,,
2002,10/12,Kansas State,Oklahoma State,44,9,,
2002,10/19,Kansas State,Texas,14,17,,
2002,11/16,Kansas State,Nebraska,49,13,,
2002,11/23,Kansas State,Missouri,38,0,,
2001,9/8,Kansas State,Southern California,10,6,,
2001,9/22,Kansas State,New Mexico State,64,0,,
2001,9/29,Kansas State,Oklahoma,37,38,,
2001,10/13,Kansas State,Texas Tech,19,38,,
2001,10/20,Kansas State,Texas A&M,24,31,,
2001,11/10,Kansas State,Nebraska,21,31,,
2001,11/17,Kansas State,Louisiana Tech,40,7,,
2001,11/24,Kansas State,Missouri,24,3,,
2000,8/26,Iowa,Kansas State,7,27,"@ Kansas City, MO",Eddie Robinson Classic
2000,9/2,Kansas State,Louisiana Tech,54,10,,
2000,9/16,Ball State,Kansas State,0,76,,
2000,9/23,Kansas State,North Texas,55,10,,
2000,10/14,Kansas State,Oklahoma,31,41,,
2000,10/21,Kansas State,Texas Tech,28,23,,
2000,10/28,Kansas State,Texas A&M,10,26,,
2000,11/11,Kansas State,Nebraska,29,28,,
2000,11/18,Kansas State,Missouri,28,24,,
2000,12/2,Kansas State,Oklahoma,24,27,"@ Kansas City, MO",Big 12 Championship
2000,1/1,Kansas State,Tennessee,35,21,"@ Dallas, TX",Cotton Bowl
1999,9/11,Kansas State,Temple,40,0,,
1999,9/18,Kansas State,Texas-El Paso,40,7,,
1999,10/2,Kansas State,Texas,35,17,,
1999,10/16,Kansas State,Utah State,40,0,,
1999,10/23,Kansas State,Oklahoma State,44,21,,
1999,11/13,Kansas State,Nebraska,15,41,,
1999,11/20,Kansas State,Missouri,66,0,,
1999,12/29,Kansas State,Washington,24,20,"@ San Diego, CA",Holiday Bowl
1998,9/5,Indiana State,Kansas State,0,66,,
1998,9/12,Kansas State,Northern Illinois,73,7,,
1998,9/19,Kansas State,Texas,48,7,,
1998,9/26,Kansas State,Louisiana-Monroe,62,7,,
1998,10/17,Kansas State,Oklahoma State,52,20,,
1998,11/14,Kansas State,Nebraska,40,30,,
1998,11/21,Kansas State,Missouri,31,25,,
1998,12/5,Kansas State,Texas A&M,33,36,"@ St. Louis, MO",Big 12 Championship
1998,12/29,Kansas State,Purdue,34,37,"@ San Antonio, TX",Alamo Bowl
1997,9/6,Kansas State,Northern Illinois,47,7,,
1997,9/13,Kansas State,Ohio,23,20,,
1997,9/27,Bowling Green,Kansas State,0,58,,
1997,10/4,Kansas State,Nebraska,26,56,,
1997,10/11,Kansas State,Missouri,41,11,,
1997,10/18,Kansas State,Texas A&M,36,17,,
1997,10/25,Kansas State,Oklahoma,26,7,,
1997,11/1,Kansas State,Texas Tech,13,2,,
1996,8/31,Kansas State,Texas Tech,21,14,,
1996,9/7,Indiana State,Kansas State,3,59,,
1996,9/21,Kansas State,Rice,34,7,,
1996,10/5,Kansas State,Nebraska,3,39,,
1996,10/12,Kansas State,Missouri,35,10,,
1996,10/19,Kansas State,Texas A&M,23,20,,
1996,10/26,Kansas State,Oklahoma,42,35,,
1995,9/2,Kansas State,Temple,34,7,,
1995,9/23,Akron,Kansas State,0,67,,
1995,9/30,Kansas State,Northern Illinois,44,0,,
1995,10/7,Kansas State,Missouri,30,0,,
1995,10/14,Kansas State,Oklahoma State,23,17,,
1995,10/21,Kansas State,Nebraska,25,49,,
1995,11/4,Kansas State,Oklahoma,49,10,,
1995,12/29,Colorado State,Kansas State,21,54,"@ San Diego, CA",Holiday Bowl
1994,9/3,Kansas State,Louisiana,34,6,,
1994,9/17,Kansas State,Rice,27,18,,
1994,9/24,Kansas State,Minnesota,35,0,,
1994,10/15,Kansas State,Nebraska,6,17,,
1994,10/29,Kansas State,Oklahoma,37,20,,
1994,11/12,Kansas State,Missouri,21,18,,
1994,11/19,Kansas State,Oklahoma State,23,6,,
1994,11/26,Kansas State,Nevada-Las Vegas,42,3,,
1993,9/4,Kansas State,New Mexico State,34,10,,
1993,9/11,Kansas State,Western Kentucky,38,13,,
1993,9/18,Kansas State,Minnesota,30,25,,
1993,9/25,Kansas State,Nevada-Las Vegas,36,20,,
1993,10/16,Kansas State,Nebraska,28,45,,
1993,10/30,Kansas State,Oklahoma,21,7,,
1993,11/13,Kansas State,Missouri,31,21,,
1993,11/20,Kansas State,Oklahoma State,21,17,,
1993,12/29,Kansas State,Wyoming,52,17,"@ Tucson, AZ",Copper Bowl
1992,9/19,Kansas State,Montana,27,12,,
1992,9/26,Kansas State,Temple,35,14,,
1992,10/3,Kansas State,New Mexico State,19,0,,
1992,10/17,Kansas State,Utah State,16,28,,
1992,10/31,Kansas State,Oklahoma,14,16,,
1992,11/14,Kansas State,Missouri,14,27,,
1992,11/21,Kansas State,Oklahoma State,10,0,,
1992,12/6,Kansas State,Nebraska,24,38,"@ Tokyo, Japan",Coca-Cola Classic
1991,9/7,Indiana State,Kansas State,25,26,,
1991,9/14,Idaho State,Kansas State,7,41,,
1991,9/21,Kansas State,Northern Illinois,34,17,,
1991,9/28,Kansas State,Washington,3,56,,
1991,10/19,Kansas State,Nebraska,31,38,,
1991,11/2,Kansas State,Oklahoma,7,28,,
1991,11/16,Kansas State,Missouri,32,0,,
1991,11/23,Kansas State,Oklahoma State,36,26,,
1990,9/8,Kansas State,Western Illinois,27,6,,
1990,9/15,Kansas State,New Mexico State,52,7,,
1990,9/22,Kansas State,Northern Illinois,35,42,,
1990,9/29,Kansas State,New Mexico,38,6,,
1990,10/6,Kansas State,Nebraska,8,45,,
1990,10/13,Kansas State,Oklahoma State,23,17,,
1990,10/20,Kansas State,Missouri,10,31,,
1990,11/10,Kansas State,Oklahoma,7,34,,
1989,9/16,Kansas State,Northern Iowa,8,10,,
1989,9/23,Kansas State,Northern Illinois,20,37,,
1989,9/30,Kansas State,North Texas,20,17,,
1989,10/7,Kansas State,Nebraska,7,58,,
1989,10/14,Kansas State,Oklahoma State,13,17,,
1989,10/21,Kansas State,Missouri,9,21,,
1989,11/11,Kansas State,Oklahoma,19,42,,
1988,9/3,Kansas State,Tulsa,9,35,,
1988,9/10,Iowa,Kansas State,45,10,,
1988,9/17,Kansas State,Tulane,16,20,,
1988,10/1,Kansas State,Louisiana Tech,28,31,,
1988,10/8,Kansas State,Missouri,21,52,,
1988,10/15,Kansas State,Oklahoma,24,70,,
1988,10/22,Kansas State,Nebraska,3,48,,
1988,10/29,Kansas State,Oklahoma State,27,45,,
1987,9/5,Austin Peay,Kansas State,26,22,,
1987,9/19,Army,Kansas State,41,14,,
1987,9/26,Iowa,Kansas State,38,13,,
1987,10/3,Kansas State,Tulsa,25,37,,
1987,10/10,Kansas State,Missouri,10,34,,
1987,10/17,Kansas State,Oklahoma,10,59,,
1987,10/24,Kansas State,Nebraska,3,56,,
1987,10/31,Kansas State,Oklahoma State,7,56,,
1986,8/30,Kansas State,Western Illinois,35,7,,
1986,9/6,Kansas State,Texas Tech,7,41,,
1986,9/13,Kansas State,Northern Iowa,0,17,,
1986,9/20,Kansas State,Texas Christian,22,35,,
1986,10/4,Kansas State,Oklahoma,10,56,,
1986,10/25,Kansas State,Missouri,6,17,,
1986,11/1,Kansas State,Nebraska,0,38,,
1986,11/8,Kansas State,Oklahoma State,3,23,,
1985,9/7,Kansas State,Wichita State,10,16,,
1985,9/14,Kansas State,Northern Iowa,6,10,,
1985,9/21,Kansas State,Texas Christian,22,24,,
1985,9/28,Kansas State,North Texas,10,22,,
1985,10/5,Kansas State,Oklahoma,6,41,,
1985,10/26,Kansas State,Missouri,20,17,,
1985,11/2,Kansas State,Nebraska,3,41,,
1985,11/9,Kansas State,Oklahoma State,3,35,,
1984,9/8,Kansas State,Vanderbilt,14,26,,
1984,9/15,Kansas State,Tennessee Tech,28,12,,
1984,9/22,Kansas State,Texas Christian,10,42,,
1984,9/29,Kansas State,Oklahoma,6,24,,
1984,10/6,Kansas State,South Carolina,17,49,,
1984,10/20,Kansas State,Missouri,21,61,,
1984,10/27,Kansas State,Nebraska,14,62,,
1984,11/3,Kansas State,Oklahoma State,6,34,,
1983,9/3,Kansas State,Long Beach State,20,28,,
1983,9/10,Kansas State,Kentucky,12,31,,
1983,9/17,Kansas State,Texas Christian,20,3,,
1983,9/24,Kansas State,Wyoming,27,25,,
1983,10/1,Kansas State,Oklahoma,10,29,,
1983,10/22,Kansas State,Missouri,0,38,,
1983,10/29,Kansas State,Nebraska,25,51,,
1983,11/5,Kansas State,Oklahoma State,21,20,,
1982,9/11,Kansas State,Kentucky,23,9,,
1982,9/18,Kansas State,South Dakota,42,3,,
1982,9/25,Kansas State,Wichita State,31,7,,
1982,10/9,Kansas State,Missouri,7,7,,
1982,10/16,Kansas State,Nebraska,13,42,,
1982,11/6,Kansas State,Oklahoma,10,24,,
1982,11/13,Kansas State,Oklahoma State,16,24,,
1982,12/11,Kansas State,Wisconsin,3,14,"@ Shreveport, LA",Independence Bowl
1981,9/12,Kansas State,South Dakota,31,10,,
1981,9/19,Kansas State,Washington,3,20,,
1981,9/26,Drake,Kansas State,18,17,,
1981,10/3,Kansas State,Tulsa,21,35,,
1981,10/10,Kansas State,Missouri,13,58,,
1981,10/17,Kansas State,Nebraska,3,49,,
1981,11/7,Kansas State,Oklahoma,21,28,,
1981,11/14,Kansas State,Oklahoma State,10,31,,
1980,9/13,Kansas State,Louisiana State,0,21,,
1980,9/20,Kansas State,South Dakota,24,3,,
1980,9/27,Arkansas State,Kansas State,7,31,,
1980,10/4,Kansas State,Tulsa,0,3,,
1980,10/18,Kansas State,Oklahoma,21,35,,
1980,10/25,Kansas State,Missouri,3,13,,
1980,11/8,Kansas State,Nebraska,8,55,,
1980,11/15,Kansas State,Oklahoma State,0,10,,
1979,9/15,Auburn,Kansas State,26,18,,
1979,9/22,Kansas State,Oregon State,22,16,,
1979,9/29,Air Force,Kansas State,6,19,,
1979,10/6,Kansas State,Tulsa,6,9,,
1979,10/20,Kansas State,Oklahoma,6,38,,
1979,10/27,Kansas State,Missouri,19,3,,
1979,11/10,Kansas State,Nebraska,12,21,,
1979,11/17,Kansas State,Oklahoma State,15,42,,
1978,9/16,Auburn,Kansas State,45,32,,
1978,9/23,Kansas State,Tulsa,14,24,,
1978,9/30,Air Force,Kansas State,21,34,,
1978,10/7,Kansas State,Oklahoma State,18,7,,
1978,10/14,Kansas State,Nebraska,14,48,,
1978,10/21,Kansas State,Missouri,14,56,,
1978,10/28,Kansas State,Oklahoma,19,56,,
1977,9/24,Kansas State,Wichita State,21,14,,
1977,10/1,Kansas State,Mississippi State,21,24,,
1977,10/8,Kansas State,Nebraska,9,26,,
1977,10/15,Kansas State,Oklahoma State,14,21,,
1977,10/22,Kansas State,Missouri,13,28,,
1977,10/29,Kansas State,Oklahoma,7,42,,
1976,9/18,Kansas State,Texas A&M,14,34,,
1976,10/9,Kansas State,Missouri,21,28,,
1976,10/16,Kansas State,Nebraska,0,51,,
1976,11/6,Kansas State,Oklahoma,20,49,,
1976,11/13,Kansas State,Oklahoma State,21,45,,
1975,9/13,Kansas State,Tulsa,17,16,,
1975,9/20,Kansas State,Wichita State,32,0,,
1975,10/4,Kansas State,Texas A&M,0,10,,
1975,10/18,Kansas State,Oklahoma,3,25,,
1975,10/25,Kansas State,Missouri,3,35,,
1975,11/8,Kansas State,Nebraska,0,12,,
1975,11/15,Kansas State,Oklahoma State,3,56,,
1974,9/14,Kansas State,Tulsa,31,14,,
1974,9/21,Kansas State,Wichita State,17,0,,
1974,9/28,Kansas State,Pacific,38,7,,
1974,10/5,Kansas State,Mississippi State,16,21,,
1974,10/26,Kansas State,Oklahoma,0,63,,
1974,11/2,Kansas State,Missouri,15,52,,
1974,11/9,Kansas State,Oklahoma State,5,29,,
1974,11/16,Kansas State,Nebraska,7,35,,
1973,9/15,Florida,Kansas State,21,10,,
1973,9/22,Kansas State,Tulsa,21,0,,
1973,9/29,Kansas State,Tampa,17,0,,
1973,10/6,Kansas State,Memphis,21,16,,
1973,10/27,Kansas State,Oklahoma,14,56,,
1973,11/3,Kansas State,Missouri,7,31,,
1973,11/10,Kansas State,Oklahoma State,9,28,,
1973,11/17,Kansas State,Nebraska,21,50,,
1972,9/9,Kansas State,Tulsa,21,13,,
1972,9/30,Kansas State,Tampa,31,7,,
1972,10/28,Kansas State,Oklahoma,0,52,,
1972,11/4,Kansas State,Missouri,14,31,,
1972,11/11,Kansas State,Oklahoma State,14,45,,
1972,11/18,Kansas State,Nebraska,7,59,,
1971,9/11,Kansas State,Utah State,7,10,,
1971,9/18,Kansas State,Tulsa,19,10,,
1971,10/23,Kansas State,Oklahoma,28,75,,
1971,10/30,Kansas State,Missouri,28,12,,
1971,11/6,Kansas State,Oklahoma State,35,23,,
1971,11/13,Kansas State,Nebraska,17,44,,
1971,11/20,Kansas State,Memphis,28,21,,
1970,9/12,Kansas State,Utah State,37,0,,
1970,9/19,Kansas State,Kentucky,3,16,,
1970,10/24,Kansas State,Oklahoma,19,14,,
1970,10/31,Kansas State,Missouri,17,13,,
1970,11/7,Kansas State,Oklahoma State,28,15,,
1970,11/14,Kansas State,Nebraska,13,51,,
1969,10/4,Kansas State,Penn State,14,17,,
1969,10/25,Kansas State,Oklahoma,59,21,,
1969,11/1,Kansas State,Missouri,38,41,,
1969,11/8,Kansas State,Oklahoma State,19,28,,
1969,11/15,Kansas State,Nebraska,7,10,,
1968,9/21,Colorado State,Kansas State,0,21,,
1968,9/28,Kansas State,Penn State,9,25,,
1968,10/26,Kansas State,Missouri,20,56,,
1968,11/2,Kansas State,Oklahoma,20,35,,
1968,11/9,Kansas State,Nebraska,12,0,,
1968,11/23,Kansas State,Oklahoma State,21,14,,
1967,9/23,Colorado State,Kansas State,7,17,,
1967,10/7,Kansas State,Nebraska,14,16,,
1967,10/21,Kansas State,Oklahoma,7,46,,
1967,10/28,Arkansas,Kansas State,28,7,"@ Little Rock, AR",
1967,11/11,Kansas State,Missouri,6,28,,
1967,11/25,Kansas State,Oklahoma State,14,49,,
1966,9/17,Army,Kansas State,21,6,,
1966,9/24,Kansas State,New Mexico,8,28,,
1966,10/8,Kansas State,Missouri,0,27,,
1966,10/15,Kansas State,Nebraska,10,21,,
1966,11/5,Kansas State,Oklahoma,6,37,,
1966,11/19,Kansas State,Oklahoma State,6,21,,
1965,9/18,Indiana,Kansas State,19,7,,
1965,10/9,Kansas State,Missouri,6,28,,
1965,10/16,Kansas State,Nebraska,0,41,,
1965,10/23,Kansas State,Oklahoma,0,27,,
1965,11/20,Kansas State,Oklahoma State,7,31,,
1964,9/19,Kansas State,Wisconsin,7,17,,
1964,10/10,Kansas State,Missouri,0,7,,
1964,10/17,Kansas State,Nebraska,0,47,,
1964,10/24,Kansas State,Oklahoma,0,44,,
1964,11/21,Kansas State,Oklahoma State,17,14,,
1964,11/28,Kansas State,New Mexico,7,9,,
1963,9/28,Kansas State,San Jose State,0,16,,
1963,10/12,Kansas State,Missouri,11,21,,
1963,10/19,Kansas State,Nebraska,6,28,,
1963,10/26,Kansas State,Oklahoma,9,34,,
1963,11/9,Kansas State,Texas Tech,13,51,,
1962,9/22,Indiana,Kansas State,21,0,,
1962,10/6,Kansas State,Washington,0,41,,
1962,10/13,Kansas State,Missouri,0,32,,
1962,10/20,Kansas State,Nebraska,6,26,,
1962,10/27,Kansas State,Oklahoma,0,47,,
1962,11/24,Kansas State,Oklahoma State,6,30,,
1961,9/23,Indiana,Kansas State,8,14,,
1961,9/30,Air Force,Kansas State,12,14,,
1961,10/7,Kansas State,Nebraska,0,24,,
1961,10/14,Kansas State,Kentucky,8,21,,
1961,11/4,Kansas State,Oklahoma,6,17,,
1961,11/18,Kansas State,Missouri,9,27,,
1961,11/25,Kansas State,Oklahoma State,0,45,,
1960,9/17,Kansas State,South Dakota State,20,6,,
1960,10/8,Kansas State,Nebraska,7,17,,
1960,10/15,Kansas State,Missouri,0,45,,
1960,10/22,Kansas State,Oklahoma,7,49,,
1960,10/29,Kansas State,Minnesota,7,48,,
1960,11/5,Kansas State,Oklahoma State,7,28,,
1959,9/19,Kansas State,Wichita State,0,19,,
1959,9/26,Kansas State,South Dakota State,28,12,,
1959,10/3,Kansas State,Oklahoma State,21,27,,
1959,10/31,Iowa,Kansas State,53,0,,
1959,11/7,Kansas State,Oklahoma,0,36,,
1959,11/14,Kansas State,Missouri,0,26,,
1959,11/21,Kansas State,Nebraska,29,14,,
1958,9/20,Kansas State,Wyoming,17,14,,
1958,10/4,Kansas State,Utah State,13,20,,
1958,10/11,Kansas State,Nebraska,23,6,,
1958,10/18,Kansas State,Missouri,8,32,,
1958,10/25,Kansas State,Oklahoma,6,40,,
1958,11/8,Kansas State,Oklahoma State,7,14,,
1958,11/22,Kansas State,Michigan State,7,26,,
1957,9/21,Kansas State,Wyoming,7,12,,
1957,10/5,Kansas State,Nebraska,7,14,,
1957,10/12,Kansas State,Pacific,7,7,,
1957,11/2,Kansas State,Oklahoma,0,13,,
1957,11/16,Kansas State,Missouri,23,21,,
1957,11/23,Kansas State,Michigan State,9,27,,
1956,9/22,Kansas State,Oklahoma State,7,27,,
1956,10/6,Kansas State,Oklahoma,0,66,,
1956,10/13,Kansas State,Nebraska,10,7,,
1956,10/20,Kansas State,Missouri,6,20,,
1956,10/27,Kansas State,Wyoming,15,27,,
1956,11/10,Kansas State,Marquette,41,14,,
1956,11/24,Kansas State,Michigan State,17,38,,
1955,9/17,Kansas State,Wyoming,20,38,,
1955,9/24,Iowa,Kansas State,28,7,,
1955,10/1,Kansas State,Nebraska,0,16,,
1955,10/8,Kansas State,Marquette,42,0,,
1955,10/29,Kansas State,Oklahoma,7,40,,
1955,11/12,Kansas State,Missouri,21,0,,
1955,11/19,Kansas State,Oklahoma State,0,28,,
1954,9/18,Colorado State,Kansas State,0,29,,
1954,9/25,Kansas State,Wyoming,21,13,,
1954,10/2,Kansas State,Missouri,7,35,,
1954,10/9,Kansas State,Nebraska,7,3,,
1954,10/16,Kansas State,Tulsa,20,13,,
1954,10/23,Kansas State,Oklahoma,0,21,,
1954,11/6,Drake,Kansas State,18,53,,
1953,9/19,Drake,Kansas State,0,50,,
1953,9/26,Colorado State,Kansas State,14,13,,
1953,10/3,Kansas State,Nebraska,27,0,,
1953,10/24,Kansas State,Wichita State,21,0,,
1953,10/31,Kansas State,Oklahoma,0,34,,
1953,11/14,Kansas State,Missouri,6,16,,
1952,9/20,Bradley,Kansas State,7,21,,
1952,9/27,Cincinnati,Kansas State,13,6,,
1952,10/4,Kansas State,Missouri,0,26,,
1952,10/11,Kansas State,Nebraska,14,27,,
1952,10/18,Kansas State,Tulsa,7,26,,
1952,10/25,Kansas State,Oklahoma,6,49,,
1952,11/8,Kansas State,Wyoming,7,20,,
1951,9/22,Cincinnati,Kansas State,34,0,,
1951,9/29,Iowa,Kansas State,16,0,,
1951,10/6,Kansas State,Nebraska,6,6,,
1951,11/3,Kansas State,Oklahoma,0,33,,
1951,11/10,Kansas State,Tulsa,26,42,,
1951,11/17,Kansas State,Missouri,14,12,,
1950,9/16,Baker,Kansas State,0,55,,
1950,9/23,Kansas State,Washington,7,33,,
1950,10/7,Kansas State,Marquette,6,46,,
1950,10/14,Kansas State,Missouri,7,28,,
1950,10/21,Kansas State,Oklahoma,0,58,,
1950,11/11,Kansas State,Nebraska,21,49,,
1950,11/25,Kansas State,Oklahoma State,0,41,,
1950,12/2,Kansas State,Wichita State,6,6,,
1949,9/24,Fort Hays State,Kansas State,0,55,,
1949,10/8,Kansas State,Nebraska,6,13,,
1949,10/22,Kansas State,Memphis,14,21,,
1949,11/5,Kansas State,Oklahoma,0,39,,
1949,11/12,Kansas State,Oklahoma State,14,26,,
1949,11/19,Kansas State,Tulsa,27,48,,
1949,11/24,Kansas State,Missouri,27,34,,
1948,9/25,Illinois,Kansas State,40,0,,
1948,10/9,Arkansas State,Kansas State,6,37,,
1948,10/16,Kansas State,Oklahoma,0,42,,
1948,10/30,Kansas State,Missouri,7,49,,
1948,11/6,Kansas State,Nebraska,0,32,,
1948,11/20,Kansas State,Oklahoma State,6,42,,
1948,11/25,Kansas State,St. Louis,7,21,,
1947,9/20,Kansas State,Oklahoma State,0,12,,
1947,9/26,Kansas State,Texas-El Paso,6,20,,
1947,10/4,Kansas State,New Mexico,18,20,,
1947,10/18,Kansas State,Missouri,7,47,,
1947,10/25,Kansas State,Nebraska,7,14,,
1947,11/8,Kansas State,Oklahoma,13,27,,
1947,11/29,Florida,Kansas State,25,7,,
1946,9/28,Hardin-Simmons,Kansas State,21,7,,
1946,10/5,Kansas State,Nebraska,0,31,,
1946,10/12,Kansas State,Missouri,0,26,,
1946,10/19,Kansas State,Oklahoma,7,28,,
1946,11/9,Kansas State,San Francisco,6,38,,
1946,11/23,Kansas State,New Mexico,7,14,,
1945,9/29,Kansas State,Wichita State,13,6,,
1945,10/6,Kansas State,Olathe Navy,12,34,,
1945,10/13,Kansas State,Marquette,13,55,,
1945,10/20,Kansas State,Missouri,7,41,,
1945,10/27,Kansas State,Oklahoma,13,41,,
1945,11/10,Kansas State,Nebraska,0,24,,
1944,9/30,Kansas State,Wichita State,6,6,,
1944,10/7,Kansas State,Missouri,0,33,,
1944,10/14,Kansas State,Michigan State,6,45,,
1944,10/21,Kansas State,Oklahoma,0,68,,
1944,11/4,Kansas State,Wichita State,15,0,,
1944,11/18,Kansas State,Olathe Navy,0,0,,
1944,11/25,Kansas State,Nebraska,0,35,,
1943,10/2,Kansas State,Washburn,13,7,,
1943,10/9,Kansas State,Missouri,14,47,,
1943,10/16,Kansas State,William Jewell,6,19,,
1943,10/23,Kansas State,Oklahoma,0,37,,
1943,11/6,Kansas State,Nebraska,7,13,,
1943,11/12,Kansas State,Washburn,6,13,,
1942,9/19,Kansas State,Kansas Wesleyan,37,6,,
1942,9/26,Kansas State,Texas,0,64,,
1942,10/3,Fort Riley,Kansas State,21,7,,
1942,10/10,Duquesne,Kansas State,33,0,"@ Philadelphia, PA",
1942,10/17,Kansas State,Missouri,2,46,,
1942,10/31,Kansas State,Wichita State,0,9,,
1942,11/7,Kansas State,Oklahoma,0,76,,
1942,11/14,Indiana,Kansas State,54,0,,
1942,11/28,Kansas State,Nebraska,19,0,,
1941,9/27,Fort Hays State,Kansas State,0,0,,
1941,10/4,Kansas State,Northwestern,3,51,,
1941,10/11,Kansas State,Missouri,0,35,,
1941,10/18,Kansas State,Oklahoma,0,16,,
1941,11/1,Kansas State,Nebraska,12,6,,
1941,11/8,Kansas State,South Carolina,3,0,,
1940,9/28,Emporia State,Kansas State,16,21,,
1940,10/12,Kansas State,Missouri,13,24,,
1940,10/19,Kansas State,Oklahoma,0,14,,
1940,11/2,Kansas State,Michigan State,0,32,,
1940,11/9,Kansas State,South Carolina,13,20,,
1940,11/30,Kansas State,Nebraska,0,20,,
1939,9/30,Fort Hays State,Kansas State,7,34,,
1939,10/6,Kansas State,Marquette,3,0,,
1939,10/21,Kansas State,Missouri,7,9,,
1939,10/28,Kansas State,Nebraska,9,25,,
1939,11/11,Kansas State,Oklahoma,10,13,,
1938,10/1,Kansas State,Northwestern,0,21,,
1938,10/8,Kansas State,Missouri,21,13,,
1938,10/14,Kansas State,Marquette,6,0,,
1938,10/22,Indiana,Kansas State,6,13,,
1938,11/5,Kansas State,Oklahoma,0,26,,
1938,11/19,Kansas State,Washburn,41,14,,
1938,11/24,Kansas State,Nebraska,7,14,,
1937,10/9,Kansas State,Missouri,7,14,,
1937,10/16,Kansas State,Marquette,13,0,,
1937,10/23,Creighton,Kansas State,7,15,,
1937,10/30,Kansas State,Oklahoma,0,19,,
1937,11/6,Kansas State,Washburn,20,7,,
1937,11/27,Kansas State,Nebraska,0,3,,
1936,9/26,Fort Hays State,Kansas State,0,13,,
1936,10/3,Kansas State,Oklahoma State,31,0,,
1936,10/10,Kansas State,Missouri,7,7,,
1936,10/17,Kansas State,Marquette,0,13,,
1936,10/31,Kansas State,Tulsa,7,10,,
1936,11/7,Kansas State,Oklahoma,6,6,,
1936,11/21,Kansas State,Nebraska,0,40,,
1935,9/27,Duquesne,Kansas State,0,12,,
1935,10/5,Fort Hays State,Kansas State,3,0,,
1935,10/11,Kansas State,Marquette,0,14,,
1935,10/19,Kansas State,Nebraska,0,0,,
1935,11/2,Kansas State,Tulsa,13,13,,
1935,11/16,Kansas State,Oklahoma,0,3,,
1935,11/23,Kansas State,Missouri,7,7,,
1934,9/29,Fort Hays State,Kansas State,0,13,,
1934,10/6,Kansas State,Manhattan,13,13,,
1934,10/12,Kansas State,Marquette,20,27,,
1934,10/27,Kansas State,Tulsa,0,21,,
1934,11/3,Kansas State,Washburn,14,6,,
1934,11/10,Kansas State,Missouri,29,0,,
1934,11/17,Kansas State,Oklahoma,8,7,,
1934,11/29,Kansas State,Nebraska,19,7,,
1933,9/30,Emporia State,Kansas State,0,25,,
1933,10/6,Kansas State,St. Louis,20,14,,
1933,10/14,Kansas State,Missouri,33,0,,
1933,10/21,Kansas State,Nebraska,0,9,,
1933,11/4,Kansas State,Michigan State,0,0,,
1933,11/18,Kansas State,Oklahoma,14,0,,
1933,11/30,Kansas State,Texas Tech,0,6,,
1932,9/24,Kansas State,Wichita State,26,0,,
1932,10/1,Kansas State,Purdue,13,29,,
1932,10/7,Kansas State,Kansas Wesleyan,52,6,,
1932,10/15,Kansas State,Missouri,25,0,,
1932,10/22,Kansas State,Oklahoma,13,20,,
1932,10/29,Kansas State,Nebraska,0,6,,
1931,10/3,Kansas State,Pittsburg State,28,7,,
1931,10/10,Kansas State,Missouri,20,7,,
1931,10/24,Kansas State,Oklahoma,14,0,,
1931,10/31,Kansas State,West Virginia,19,0,,
1931,11/14,Kansas State,Nebraska,3,6,,
1931,11/21,Kansas State,North Dakota State,19,6,,
1931,11/26,Kansas State,Washburn,22,0,,
1931,12/5,Kansas State,Wichita State,20,6,,
1930,10/4,Kansas State,Washburn,14,0,,
1930,10/25,Kansas State,Oklahoma,0,7,,
1930,11/1,Kansas State,Missouri,20,13,,
1930,11/8,Kansas State,West Virginia,7,23,,
1930,11/22,Centre,Kansas State,0,27,,
1930,11/27,Kansas State,Nebraska,10,9,,
1929,10/5,Kansas State,Purdue,14,26,,
1929,10/12,Kansas State,Texas A&M,0,19,"@ Dallas, TX",
